,new_address,latitude,longitude,country
914,"10 Bayfront Avenue, Singapore Hotel 3 lobby, Marina Bay Sands 18956",1.28225028515239,103.858300275795,SG
915,"Noble Logistics, 49 Tannery Lane 03-07B,Singapore,34  Macpherson Braddell,347796 347796",1.32771350790348,103.878066488851,SG
916,Block 476B Upper Serangoon View 16-528 532476,1.3773284515228,103.904212191197,SG
917,"Blk 966 Jurong West St 93, 06-221 , Singapore, Singapore 640966",1.34172159440632,103.692916949379,SG
918,"20 Gul Way, Singapore 01-07/08 629196",1.3131751,103.6679951,SG
919,Block 773 Bedok Reservoir View 10-129 470773,1.33639740241064,103.937330507848,SG
920,8A Hougang Street 11 07-26 534081,1.35141942042394,103.882395947579,SG
921,Block 539 Hougang Street 52 B1-48 530539,1.37747963050334,103.89034042369,SG
922,"793 Yishun Ring Rd, Singapore 760793 03-3482",1.42051601575031,103.831865958094,SG
923,Blk 654 Senja Road 10-250 670654,1.38761554430263,103.764141815414,SG
924,"362A Sembawang Cres, Singapore 11-853 751362",1.447194851,103.814008,SG
925,"Krishiv International Pte Ltd,1 North Bridge Road, 16-08, High Street Centre,Singapore,17  Beach Road (part),1 179094",1.29003756363872,103.849210633411,SG
926,"1 Orchard Road, Singapore 238824, Level 3 238824",1.29767221552972,103.848084310844,SG
927,"12 Tai Seng Street Luxasia BUILDING, 06-05 534118",1.3377333243684,103.88816335663,SG
928,"52 Bukit Batok Street 31, The Madeira  19-12 659443",1.35740616775081,103.749972405989,SG
929,"304 Clementi Avenue 4, Singapore 120304",1.3207785,103.7658952,SG
930,"20 Joo Seng Road, Singapore 06-132 360020",1.33405762603571,103.881364167755,SG
931,"Punggol Central, Waterway Point, Singapore 828761",1.40627620144483,103.902227889613,SG
932,"18 Sin Ming Ln, Singapore 06-10/11 573960",1.35821656833273,103.833930709931,SG
933,Singapore 730513 Blk 513 04-207,1.43379678664149,103.789456762284,SG
934,29 Ubi Crescent 408582,1.32729108755051,103.895201107955,SG
935,"Ghim Moh Road, Block 6, Singapore 270006 13-186",1.31229299827937,103.788402885792,SG
936,"120 Mcnair Road, Singapore 15-87 320120",1.3192450233731,103.856873784977,SG
937,"670A Edgefield Plains, Singapore 04-614 821670",1.40531154286203,103.912849889578,SG
938,"207 Balestier Road, 01-01, Singapore, Singapore 329683",1.320970443,103.8524475,SG
939,"105 Petir Road, Singapore 15-11 678274",1.36877192473661,103.777052789966,SG
940,"465 River Valley Road, Singapore 04-16,RV Residences 248350",1.29434065542448,103.828445396802,SG
941,"Blk 427 Bt Panjang Ring Rd , 02-697, Singapore, Singapore 670427",1.38637109292489,103.769811401271,SG
942,Singapore 640414,1.35280889906582,103.726033161655,SG
943,"150, Ubi Avenue 4, 04-01, Singapore 408825,Singapore,40  Geylang Eunos,408825 408825",1.3344099847748,103.89621808054,SG
944,"63 Hillview Avenue 07-12A/B, Lam Soon Industrial Building,Singapore,63 669569",1.3570695902287,103.763584067042,SG
945,Block 2B Upper Boon Keng Road 04-684 382002,1.31361850333729,103.871519938985,SG
946,Block 225 Pasir Ris Street 21 510225,1.371157585,103.9611181,SG
947,"Sin Ming Avenue, Block 441, Singapore 01-417 570441",1.3590868,103.8315436,SG
948,1 Raffles Link Singapore 39393,1.29205317112509,103.855850274709,SG
949,Singapore 152075 06-64,1.2884088996918,103.815864600724,SG
950,"200 Victoria Street, Bugis Junction
, 02-11B, Singapore, Singapore 188021",1.29906798174581,103.855327951802,SG
951,"Singapore 521168 04-38,BLK 168A,Simei Lane,PARC Lumiere",1.34269627171255,103.958905063227,SG
952,1RochorCanalRoadSimLimSquare0668SingaporeSingaporeSingaPore 188504,1.30302298401639,103.853038663305,SG
953,30 Bukit Sedap Road 279926,1.32131124356154,103.784423752302,SG
954,288A Punggol Place 10-807 821288,1.40224601706505,103.903147249155,SG
955,"201 Victoria Street BUGIS+ (Level 3, Across From Cue Guru 03-19) 188067",1.29963881,103.8543046,SG
956,"04-525, Blk256 Simei Street 104-525, 520256, Singapore, Singapore 520256",1.34302556617091,103.951759832383,SG
957,"Blk 183 Jelebu Road , 26-40, Singapore, Singapore 670183",1.37986533838982,103.763052566404,SG
958,"21 Pandan Avenue, 04-05,Singapore,60  Jurong,21 Avenue 609388",1.300898139,103.7484271,SG
959,"5 Hullet Road, Singapore 17-10 229161",1.30405006306453,103.838382556046,SG
960,"5 Ang Mo Kio Industrial Park 2A, Singapore 06-19/20/21 567760",1.37805004988272,103.870460646264,SG
961,"32 Eng Hoon Street, European Bedding - Level 2,Singapore,24  Ardmore Bukit Timah Holland Road Tanglin,248348 169780",1.28372731937317,103.834617006341,SG
962,"Block 602 Hougang Avenue 4 01-K1, 530602",1.3712280203234,103.886918749171,SG
963,"30 Marsiling Industrial Road 5 02-10,Singapore,73  Kranji Woodgrove,30 Ind Estate 739211",1.44211854,103.7831449,SG
964,"Bright Diva Pte. Ltd. 1 North Bridge Road, 11-03, High Street Centre, Singapore 179094,Singapore,1 Road 179094",1.29003756363872,103.849210633411,SG
965,"Woodlands Close  11 Singapore, 11, Singapore 737853",1.43475841107225,103.802721055594,SG
966,"4 Leng Kee Road, Singapore 03-09 Sis Building 159088",1.2911313514759,103.814335906401,SG
967,Block 468B Admiralty Drive 02-29 752468,1.450050726,103.814223,SG
968,21 Pandan Avenue 609388,1.3008982,103.7484271,SG
969,"105 Ang Mo Kio Avenue 4, Singapore 10-206 560105",1.3718506,103.8368686,SG
970,99 Onan Road 424517,1.31419539336059,103.898341679188,SG
971,"2 Marne Road, Singapore 01-03 208393",1.31291744515327,103.856916740115,SG
972,"1 Paya Lebar Crescent, Singapore 05-02 536019",1.34981353786369,103.880745484938,SG
973,"503 Jelapang Road, Singapore 07-368 670503",1.38418264022465,103.76643126604,SG
974,"656c Jurong West Street 61, Singapore 09-313 643656",1.33598699229547,103.699971505584,SG
975,"20 Gul Way, 01-07/08 Singapore 629196 Loading Bay 1 To 8,Singapore,62  Jurong,20 Way",1.31288024332993,103.668763005843,SG
976,"3 Woodlands Sector 1, Singapore 738361",1.4524629578955,103.804996387172,SG
977,"471B Upper Serangoon Crescent, 08-374, Singapore, Singapore 532417",1.288147,103.740233,SG
978,21 Pandan Avenue 04-05 609388,1.30089813935197,103.748427070289,SG
979,"118 Edgefield Plains, Singapore  10-306 820118",1.39626255870995,103.906264525259,SG
980,"211 Ang Mo Kio Avenue 3, Singapore 08-1420 560211",1.36919413145687,103.841667431941,SG
981,"31 Woodlands Close Horizon, 01-01, Singapore, Singapore 737855",1.43686158492125,103.805998504039,SG
982,1 Soon Lee Street Pioneer Centre /  02-24 627605,1.33262087150487,103.697796583657,SG
983,"162 Bukit Merah Central, Singapore 05-3555 150162",1.28383750409133,103.817465377767,SG
984,Block 483 Pasir Ris Drive 4 05-477 510483,1.37403826077584,103.959999561216,SG
985,"716 Woodlands Drive 70, Block 716, Singapore 730716 11-124 544615",1.398174852,103.8922497,SG
986,"23 Telok Blangah Cres, Block 23, Singapore 90023 07-30",1.27606547856999,103.820834902754,SG
987,981 Upper Serangoon Road 01-01 Suites @ Kovan 534729,1.362098419,103.8868398,SG
988,"2 Kallang AVE, 06-22 339407",1.31222599948572,103.862854691281,SG
989,"Penjuru Lane, 40 Lane - Space For Rent, Singapore Major Consolidation (S) Pte LTD. No Block 1 04-01 (Bay 4&5) 609216",1.31019952632448,103.729360089178,SG
990,"161 Lavender Street, 01-06 338750",1.31294835092003,103.860789711693,SG
991,"Kent Ridge Road, Nuhs Tower Block, Singapore 119228",1.29245089069613,103.783335857208,SG
992,"37 Kallang Pudding Road 09-06, Tong Lee Building Block B 349315",1.32953857466671,103.878517083361,SG
993,"70 Alps Avenue, Singapore 03-06 498801",1.3760821,104.001142,SG
994,"672c Yishun Avenue 4, Singapore 03-560 763672",1.4184,103.8427,SG
995, 175 South Bridge Road 58740,1.284095,103.846399,SG
996,"101 Upper Cross Street 02-55 People's Park Centre,Singapore,05  Raffles Place Cecil Marina Park,531A 51531",1.28529507878958,103.84582428335,SG
997,"1 Sorby Adams Drive, Singapore 357689",1.33416541043271,103.863673582011,SG
998,"52 Strathmore Avenue 03-239,Singapore,14  Queenstown Tiong Bahru,52 141052",1.29331488169917,103.808250211279,SG
999,"Jalan Kathi, 8B 468660",1.32374475152607,103.952320970254,SG
1000,"Tanah Abang Blok B Lantai 3A Los F 16-18,DKI Jakarta,Kota Jakarta Pusat,Tanah , Kota Pusat Dki 10250",-6.18796,106.814688,ID
1001,"Kp Ciloa2 No 4 Rt 3 Rw 11 Panyocokan (Masuk gang), CIWIDEY, KAB. BANDUNG, Jawa Barat Ciwidey Bandung 40362",-7.117716764214584,107.421343128402,ID
1002,"Jalan Harapan Mulya Regency, Kecamatan Tarumajaya, 17213 , Tarumajaya Kab. Bekasi Jawa Barat",-6.1332175,106.9927454,ID
1003,JL. KH. Ahmad Dahlan V Bringin Townhouse D9 Beji Kota Depok Jawa Barat,-6.368557742,106.8151348,ID
1004,"Manduraga Rt05 Rw01 · Manduraga,Jawa Tengah,Kab. Purbalingga,Kalimanah Kalimanah Kab. Purbalingga Jawa Tengah",-7.417964303,109.3243634,ID
1005,"Kp. Gaga Rt. 2 Rw. 3 Desa. Pantai Mekar Kec. Muara Gembong Kab. Bekasi · Mekar,Jawa Barat,Kab. Bekasi,Muara , Jawa Barat",-5.994852047621831,107.0251695709685,ID
1006,"-- Jl. Pluto I No.26, Pisangan, Kec. Ciputat Tim., Kota Tangerang Selatan, Banten 15419, Indonesia Kecamatan Timur Selatan",-6.320789556282173,106.77457501593346,ID
1007,"Komplek Pajak . Jl. Raya No. 98, Patokan Diatas Steam Motor , Pondok Aren Tangerang Selatan Banten 15223",-6.25089228520042,106.735150963068,ID
1008,"Jl. Sunter Hijau 1 Blok A1 No.2, Jaya, Tanjung Priok, Jakarta, 14350 Jakarta",-6.1576,106.87647,ID
1009,"Paviliun Novena Jl. Sembada No.8, Kledokan Caturtunggal (Kamar No.7), DEPOK, KAB. SLEMAN, Di Yogyakarta , Depok Sleman 55283",-7.7744737,110.4115498,ID
1010,"Jl. Imam Bonjol, Perumahan Pesona Wisata Blok Ii A No.22 (Pagar Warna Hijau Pemecutan Klod Denpasar Barat Bali 80119",-8.7013906,115.1858427,ID
1011,"Banyuurip Alit 3c No.64,Jawa Tengah,Kota Pekalongan,Pekalongan Selatan Pekalongan Kota Jawa Tengah",-6.9213592,109.681787,ID
1012,"Jl. Celeban No.484, Tahunan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta , Umbulharjo D.I.",-7.807307999999999,110.3848281,ID
1013,"Desa Arjasa, Kec Sumenep",-6.2146086,106.8451709,ID
1014,"Jalan Ganjuran XIV, RT.7/RW.3, Adipala, Godean, GODEAN, KAB. SLEMAN, Di Yogyakarta Godean Sleman 55564",-7.769345188744718,110.30017706754742,ID
1015,"Jalan Jagiran No 48, TAMBAKSARI, Kota SURABAYA, Jawa Timur , Tambaksari Surabaya 60136",-7.255094405352175,112.75949747802916,ID
1016,"Jl. Raya Bukit Baja Sejahtera 3 No.07 blok.E (16/05) Sebrang Bidan Pelangi medika, CILEGON, Kota Banten , Cilegon 42415",-6.02978,106.04317,ID
1017,"Jl Haji Montong No 4c Rt07/03 Ciganjur Jagakarsa Jaksel 12630 , Kota Administrasi Jakarta Selatan Dki",-6.336859483210042,106.80998258292676,ID
1018,"Jln Tabing Blok L No 125  (belakang Sekolah Mahatma gandhi) Jakarta P -- Jl. Tabing, Gn. Sahari Utara, Kecamatan Sawah Besar, Kota Pusat, Daerah Khusus Ibukota Jakarta, Indonesia , Besar Pusat",-6.15288826373356,106.8396023792802,ID
1019,"Desa Suwayuwo Rt 1 Rw Kec Sukorejo Kabupaten Pasuruan Area Masjid Nailul falah, SUKOREJO, KAB. PASURUAN, Jawa Timur 67161",-7.688824131365672,112.70820350301436,ID
1020,"Indonesia · Kaliwedi Lor,Jawa Barat,Kab. Cirebon,Kaliwedi , Kab. Cirebon Jawa Barat",-6.5887572,108.3830983,ID
1021,"Kp Baru Jalan Gang Haji Gareng Rt 10 Rw 5 No 53, Kebon JERUK, Kota Jakarta BARAT, Dki Barat 11560",-6.22049550906997,106.76949293657462,ID
1022,Jln Jembatan besi1 rt03 rw01 Nomer 7 Tambora Jakarta Barat Patokan Raja Setim Pinggir Kali Kota Administrasi Dki,-6.149635,106.794936,ID
1023,jln.Raya Cagar Alam Selatan gg.balong sari.1 Rt.001 Rw 5 No.56 Pancoran Mas Depok Kota Jawa Barat,-6.4115023,106.8104288,ID
1024,"jl. Cilandak V No 17 A3 Rt 002/013, Barat Jaksel ( Depan Lapak Besi) - Rumah Bapak Alm. Yudi , Kota Administrasi Jakarta Selatan Dki",-6.2871907,106.7979795,ID
1025,Jl. Duren Tiga Selatan Gg H. Aseni Rt 9 Rw 2 No 29A Kalibata Pancoran Jakarta 12740 Wa (085921839384) Kota Administrasi Dki,-6.258924899999999,106.8359554,ID
1026,"Apples Studio JL. Rukem 1 NO. 8 Rt 9 Rw , RAWAMANGUN, Jakarta Timur Kec. Pulo Gadung, Kota Kab. Dki Jakarta, 13220 Telepon Handphone 87788689075 ( Nomor Ada Dua rumah, Cari Yg ) Gadung",-6.20045384215862,106.887295246124,ID
1027,"Bojongnangka Padasuka (konter 2 Depan Indomaret) · Padasuka,Banten,Kab. Serang,Petir Petir Kab. Serang Banten",-6.2476992,106.193384,ID
1028,"Pasar Induk Rau Serang Banten  · Cipocok Jaya,Banten,Kota Serang,Cipocok Jaya Kota",-6.143358969,106.1820922,ID
1029,"Mbak Alma (Alifa Syifa/Momkidmarket). Toko Tutup 17 (hari biasa) Dan 15 Sabtu). Hari Minggu Libur. Jika Gojek Atau Grab Tidak Bisa Datang Sebelum tutup, Maka Mohon Membatalkan Pickup. Alamat  Jl. Reformasi Raya No.63 RT. 06/ 02, Pd. Aren, Kot Pondok Aren Kota Tangerang Selatan Banten",-6.265750894238934,106.71495789496772,ID
1030,"Jln.siti Purnama Rt/05 Rw/03 Dsn Kilayugung Desa Kawalimukti kec.kawali kab.ciamis · Kawalimukti,Jawa Barat,Kab. Ciamis,Kawali Kawali Kab. Ciamis Jawa Barat",-7.183625142,108.3667261,ID
1031,"Jl Pahlawan Baru Posong Kulon Rt 8 Rw 2 Desa Arjawinangun Kec Patokan per3n Alfamart · Arjawinangun,Jawa Barat,Kab. Cirebon,Arjawinangun Kab. Cirebon Jawa Barat",-6.633079519,108.4001887,ID
1032,"-- Jl. Garuda Iii No.10, Rempoa, Kec. Ciputat Tim., Kota Tangerang Selatan, Banten 15412, Indonesia , Kecamatan Timur Selatan",-6.293458022593184,106.75596779239616,ID
1033,"Kp Cipicung Rt 3 Rw 13 Kontrakan Haji Dadan No 8 · Sadu,Jawa Barat,Kab. Bandung,Soreang Soreang Kab. Bandung Jawa Barat",-7.025202,107.525908,ID
1034,Jl Daan Mogot No 119 Blok e9 Komplek Aldiron Hero,-6.164993356,106.7784393,ID
1035,"Perumahan Bumi Orange, Jalan Kakao I Blok c4 No.17, Cimekar, Cileunyi (Blok No 17), CILEUNYI, KAB. BANDUNG, Jawa Barat Bandung 40624",-6.951700380298636,107.72898423184098,ID
1036,"Bumi Cipondoh Asri, Blok A No.3, RT.007/RW.002, Poris Plawad Utara, Kec. Kota Tangerang - Banten (DEPAN Bidan LELI) Tembok Pink Id 15141",-6.18627763902029,106.66189871234845,ID
1037,"Dukuhan, Desa Pacul , Jl Monginsidi, Rt 015/RW 003, Kel. Pacul, Kec. Bojonegoro Kab. 62114 Jawa Timur Indonesia",-7.1788298,111.8786988,ID
1038,"Jl. Pahlawan No.51, RT.1 · Manguharjo,Jawa Timur,Kota Madiun,Manguharjo Manguharjo Kota Madiun Jawa Timur",-7.624154,111.5092719,ID
1039,"Jl. KH. Noer Ali, Jakasampurna, Bekasi Bar., Kota Bks, Jawa Barat 17211 88888",-6.368027,106.859491,ID
1040,K2 Susu  jl. Mutiara Dongkal no.27A-Rt.005/005-pondok Jagung Timur Serpong Utara Kota Tangerang Selatan Banten,-6.248837199999999,106.6673186,ID
1041,"Jalan Nirwana 28 Tanjung Priok 14340 Sunter Paradise 3 Blok D No 27 , Kota Administrasi Jakarta Utara Dki",-6.13001173947827,106.86339307576418,ID
1042,"Pedongkelan Baru Rt 18 Rw 16 No 87 Kel Kapuk Kec cengkareng, CENGKARENG, Kota Jakarta BARAT, Dki , Cengkareng Barat 11720",-6.138654,106.744569,ID
1043,"Blimbing, Malang City, East Java, Indonesia Waroeng tongkrongan,  Ruko Taman Raden Intan Kav G, arjosari, blimbing. 65126",-7.932925,112.65722,ID
1044,"Perumahan Metland Puri Cluster Clematis, Jl. Bogenvil Elok 1 Blok F5 No. 26, Petir, Cipondoh, Kota Tangerang, Banten, Indonesia, 15147 Jakarta",-6.1907659,106.7099054,ID
1045,"Jl.rawa Bebek Rt 1 / Rw 12 no.30, PENJARINGAN, Kota Jakarta UTARA, Dki Penjaringan Utara 14440",-6.1267415,106.782443,ID
1046,"Jl. Jiban Iii Rt.004/Rw.001 No.17, Kebayoran Lama - Jakarta Selatanpatokan (Gang Samping Warung Ibtisamah, Gapura Yang Ada Tanaman Pot Gantung Tidak Jauh Dari Gang 100 meter. Tanya : Rumah Pak ilyas) , Kota Administrasi Selatan Dki 12220",-6.234928129425168,106.78248357027768,ID
1047,"nganjuk,Jawa Timur,Kab. Nganjuk,Berbek Berbek , Kab. Nganjuk Jawa Timur",-7.6043721,111.8993478,ID
1048,"Kios (JEJER) Depan Smp N 1 Manyaran .KIOS Pradipta Dinamo (KIOS Dari Kiri NO.3)  , MANYARAN, KAB. WONOGIRI, Jawa Tengah Wonogiri 57662",-7.824389199922872,110.80106014339404,ID
1049,"Jl Sadang , Gg Maesih No 20 Sebelah Kantor desa, Rmh Abu Pager Hi -- Jl. No.90, Margahayu Tengah, Kec. Margahayu, Bandung, Jawa Barat 40225, Indonesia Kecamatan Bandung",-6.959621872755988,107.56841946975432,ID
1050,"Sebelah Gudang Transir Si Cepat. Sunter Agung, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta Tanjung Priok Administrasi Utara Dki",-6.126587,106.857544,ID
1051,"Jalan. Nagrog Komplek Grand Valley Blok E2 No. 12, Ujung BERUNG, Kota BANDUNG, Jawa Barat , Berung Bandung 40617",-6.909949,107.715468,ID
1052,"(MANUAL)Ruko Golden Cibitung @ Kirana Blok A1 No. 2, Kel. Wanajaya, Kec. Cibitung, Kab. Bekasi, Prov. Jawa Barat, Kode Pos 17520, WANAJAYA, CIBITUNG, Bekasi KABUPATEN, BARAT, ID, 17520 , Barat",0.0,0.0,ID
1053,"Jl. Halim No. 38, Cempaka PUTIH, Kota Jakarta PUSAT, Dki , Putih Pusat 10520",-6.255488359630369,106.88282415108186,ID
1054,"Jln Pahlawan no1 Rt 5 Rw 7 Kampung baru, lt.2. No (H) Sukabumi Selatan (udik) Kebon Jeruk Jakarta barat
KEBON JERUK, Kota ADM. Barat (DKI JAKARTA)
DKI 11560 JAKARTA) Dki",-6.22156765912059,106.76748962261964,ID
1055,"Jalan Johar Baru IV/A,  Jakarta Pusat Kota Administrasi Dki",-6.184270827332103,106.86074640601872,ID
1056,"Gedung Wisma Bca Pondok Indah Lt. 4, Jl Metro No 10 Jakarta 12310, Kebayoran LAMA, Kota SELATAN, Dki , Lama Selatan 12310",-6.28685,106.779005,ID
1057,"Jl. Karangdadap, Karang Anyar Kidul, Kel. (TEST 1) Kec. Kab. Pekalongan, Prov. Jawa Tengah Karangdadap Pekalongan 51174",-6.979138,109.695424,ID
1058,"Perum Kasturi Perdana Cirendang Jl Palem 10 No b52 Bakso Pak Sugeng,Jawa Barat,Kab. Cirebon,Arjawinangun Arjawinangun Kab. Cirebon Jawa Barat",-6.6459814,108.42167,ID
1059,"Jalan Warung Sumedang, Gang Cempaka 1 ( Toko Palma/ Agus) Manonjaya,Tasikmalaya  , MANONJAYA, KAB. TASIKMALAYA, Jawa Barat Tasikmalaya 46197",-7.352754040301215,108.31205984793333,ID
1060,"Jl Marzuki 3 Rt Ghoib Rw Nya Juga Lah panjul, CAKUNG, Kota Jakarta TIMUR, Dki Timur 13930",-6.212221146376758,106.93031409436207,ID
1061,"Ruko Itc Roxy Mas Blok C1 / no.2  Jalan KH. Hasyim Ashari, Gambir, 10150 , Gambir Kota Administrasi Jakarta Pusat Dki",-6.167437784,106.8041605,ID
1062,"Shira Media Group, NGEMPLAK, KAB. SLEMAN, Di Yogyakarta , Ngemplak Sleman 55584",-7.728496,110.418431,ID
1063,"Jln.Tambak Sari Gang 4 No 18, TAMBAKSARI, Kota SURABAYA, Jawa Timur , Tambaksari Surabaya 60133",-7.253236999999999,112.779126,ID
1064,"Perum Graha Kartika Blok D3 No 14 · Bojonggede (Bojong Gede),Jawa Barat,Kab. Bogor,Bojonggede Kab. Bogor Jawa Barat",-6.484908888133964,106.8115942861028,ID
1065,"Jangkrik Komputer Jl. Swadaya IA/3 No 12B-12C Rt 4 Rw 9 ( Kampung Tengah Masjid An Nuur ) , Pasar Minggu Kota Administrasi Jakarta Selatan Dki",-6.291516499999999,106.8462426,ID
1066,"Kp. Tugu Selatan Cisarua Km 95 Bogor · Selatan,Jawa Barat,Kab. Bogor,Cisarua Kab. Jawa Barat",-6.695658495278147,106.95877387852644,ID
1067,"Ruko Jelambar Ilir Indah , JL.JELAMABAR Barat 3 NO. 2DD
, Grogol PETAMBURAN, Kota Jakarta BARAT, Dki Petamburan 11440",-6.147662278788789,106.78369355337932,ID
1068,"Jl. Sultan Agung No. 67 A, Gunungketur, Pakualaman, PAKUALAMAN, Kota YOGYAKARTA, Di Yogyakarta , Pakualaman 55111",-7.801385521480353,110.37688337825806,ID
1069,"Jl. Balongsari Tama A6 no.22, Surabaya Tandes Jawa Timur",-7.262903,112.677682,ID
1070,"Toko Egypt Pancing Sunter, Jalan Sunter Jaya 2A No.40, Jaya, Tanjung Priok, PRIOK, Kota Jakarta UTARA, Dki Priok Utara 14350",-6.154232585,106.8633369,ID
1071,"Jln. Mangga Besar 1 no. 37 - 39[\n\]Jakarta Barat , Taman Sari Kota Administrasi Jakarta Dki",-6.148357506608498,106.81853849440812,ID
1072,"Jl. Raya Ciapus No.270-8, Kota Batu, Ciomas, Bogor, Jawa Barat 16610 Bengkel Motor Yo Masterpiece Garage Ruko Olala Pom Bensin Ciomas Kab. Bogor",-6.626367,106.779979,ID
1073,"Jl Raya Serang  Cibarusah Ds Rtrw 1001 Gang Pesantren Nihayatul Amal No 86 , Cikarang Selatan Kab. Bekasi Jawa Barat",-6.359080622638119,107.11872965097426,ID
1074,"RT.13/RW.3, Desa Lebuawu, Pecangaan, PECANGAAN, KAB. JEPARA, Jawa Tengah Pecangaan Jepara 59462",-6.704121035328762,110.7126897679682,ID
1075,"Jl.raya Sasakpanjang no.1 gg.makmur Rt 002/004 ds.sasakpanjang kec.tajurhalang kab.bogor , Tajurhalang Kab. Bogor Jawa Barat",-6.4588735899778325,106.76667228341104,ID
1076,"Indonesia · Lowokwaru,Jawa Timur,Kota Malang,Lowokwaru Lowokwaru , Kota Malang Jawa Timur Id 0",0.0,0.0,ID
1077,"Jl. Raya Kebon Jeruk, Jakarta Barat, 11520",-6.19906,106.78096,ID
1078,"Gg. Manunggal Iic No.16, Cijerah, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40213, Indonesia 40213",-6.911859338329443,107.56721239920756,ID
1079,"Puri Larasati Maguwoharjo No. 2 Rt 6 Rw Jl. Beringin Raya, Kel. Maguwoharjo, Kec. Depok, Kab. Sleman, ,, yogyakarta, ID, 0 , Yogyakarta",-6.201373,106.769063,ID
1080,"Jalan Imam Bonjol Blok Sa 9 · Sukaramai (Suka Ramai),Riau,Kota Pekanbaru,Pekanbaru Kota Pekanbaru Riau",0.52840827,101.4451068,ID
1081,"Jalan Kampung Baru 5 No 36Ulujami, Pesanggrahanjakarta Selatan , Pesanggrahan Kota Administrasi Jakarta Dki",-6.225109985830854,106.76350272105832,ID
1082,"Krajan Rt 7/01 Lempuyang, CANDIROTO, KAB. TEMANGGUNG, Jawa Tengah , Candiroto Temanggung 56257",-7.180306,110.055944,ID
1083,"Gg. Asmat No.43-45, Petukangan Sel., Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota 12270, Indonesia Administrasi Selatan",-6.24414434,106.7515302,ID
1084,"Gambir, Jakarta Pusat, Dki Gambir Kota Administrasi Pusat",-6.1805115,106.828384,ID
1085,"Depan Hotel Kemuning Kampung Batik Kauman solo, Pasar KLIWON, Kota Surakarta (SOLO), Jawa Tengah Kliwon (SOLO) 57111",-7.575833397794237,110.82916981356578,ID
1086,"Jalan Rajawali Selatan 8 no. 1 RT. 010/02, Sawah BESAR, Kota Jakarta PUSAT, Dki , Besar Pusat 10720",-6.1446519323007465,106.84030582784304,ID
1087,"Soraya Blok Haji Paridin Dusun 1 Rt 7 Rw 2 Desa Prajawinangun Wetan Kec Kaliwedi Kab Cirebon · Wetan,Jawa Barat,Kab. Cirebon,Kaliwedi Kaliwedi, Kab. Jawa Barat",-6.575328799999999,108.3971403,ID
1088,"Kp.Pasir Gintung Rt 3 / Rw Kel.Batu Tulis · Batu Tulis,Jawa Barat,Kab. Bogor,Nanggung Nanggung , Kab. Bogor Jawa Barat",-6.6050247,106.8245318,ID
1089,"Ltc Glodok Lt 2 Blok C30 No 27 · Glodok,DKI Jakarta,Kota Jakarta Barat,Taman Sari Taman Kota Barat Dki",-6.146542367685978,106.81644804436628,ID
1090,"Ds.Kaplongan Blok. H Kasta Kec. Kedokanbunder Kab. Indramayu No.1 · Kaplongan,Jawa Barat,Kab. Indramayu,Kedokan Bunder Kedokan Jawa Barat",-6.4996427,108.4483763,ID
1091,"Taman Wiguna Selatan, Jl. Selatan Indah Xii No.1, Gunung Anyar, Surabaya, 60294 Surabaya",-7.342214,112.798961,ID
1092,"Jalan Pemuda Raya Sasakpanjang Gang Keramat Pass Rt 02/09 Tajur Halang, Bogor, Jawa Barat, 16320 Tajurhalang Kab. Bogor Barat",-6.454767,106.765822,ID
1093,"Jl.Pisangan Baru Ii No.1A, RT004 Rw 8 (Sebrang Lewat Masjid Sabilal Muhtadin, Rumah Yg Samping Gang Gapura Merah) Kel.Pisangan Kec.Matraman , Matraman Jakarta Timur Dki 13110",-6.21429322415829,106.869375742972,ID
1094,"Living World Alam sutra, Serpong UTARA, Kota Tangerang SELATAN, Banten , Utara Selatan 15315",-6.2443561387605815,106.65318209607,ID
1095,"Jl Menteng Rawa Jelawe No 18 rt10/04 Jakarta Selatan , Setiabudi Kota Administrasi Dki",-6.2086681,106.8392995,ID
1096,Pt Mekarjaya Jl. H. Midi No 2 Pondok Melati Kota Bekasi Jawa Barat,-6.317117499999999,106.9366087,ID
1097,"Simbangwetan Gang Wali songo.sebelah Utara Pabrik Bamatex .rt/rw 09/03 No 17 · (Simbang Wetan),Jawa Tengah,Kab. Pekalongan,Buaran Buaran Kab. Pekalongan Jawa Tengah",-7.269633000000001,112.713496,ID
1098,"Blok Barat RT/RW: 001/003 Ds. Babakan Kec. Ciwaringin Kab.Cirebon · Babakan,Jawa Barat,Kab. Cirebon,Ciwaringin Kab. Cirebon Jawa",-6.687240763231404,108.37065713185768,ID
1099,"JL. Kapuk Raya GG. Taniwan NO.15 Rt 007/005 · Kapuk,DKI Jakarta,Kota Jakarta Barat,Cengkareng Cengkareng Kota Barat Dki",,,ID
1100,"Jl. Bahagia no. 20 Di Atas milala.  Masuk Gang Samping finotech. Tetangga Pak zaenal. Kota Bekasi - Pondok Gede J, GEDE, BEKASI, Jawa Barat 17411",-6.284116099999999,106.909473,ID
